matches,team,year
31,frc3635,2016
54,frc1831,2016
15,frc3039,2010
10,frc1436,2008
11,frc4298,2013
10,frc2353,2011
10,frc4506,2014
20,frc4416,2017
24,frc3562,2016
14,frc1518,2006
17,frc2029,2007
11,frc4306,2013
24,frc224,2014
8,frc2634,2009
25,frc1635,2012
34,frc3260,2013
43,frc3393,2015
50,frc1111,2016
24,frc3171,2016
30,frc5771,2015
29,frc1073,2011
12,frc4224,2013
9,frc3796,2013
25,frc4533,2014
8,frc1209,2017
30,frc4104,2017
12,frc2751,2009
12,frc5038,2014
11,frc3691,2011
27,frc2512,2014
11,frc1332,2017
23,frc2429,2011
8,frc2524,2011
8,frc668,2012
25,frc1802,2012
9,frc2388,2013
9,frc5179,2017
9,frc1516,2007
9,frc3759,2012
11,frc3793,2014
31,frc3115,2011
16,frc3681,2011
15,frc2068,2010
9,frc4119,2015
36,frc1675,2011
31,frc1786,2014
14,frc8678,2015
12,frc3407,2014
10,frc3100,2016
28,frc876,2014
24,frc2523,2016
10,frc1246,2016
13,frc2134,2012
14,frc4158,2012
10,frc3600,2014
24,frc4995,2015
50,frc830,2007
58,frc2640,2016
10,frc435,2005
19,frc2080,2009
7,frc1847,2009
13,frc4012,2013
9,frc4938,2016
21,frc1915,2010
31,frc115,2011
10,frc3404,2011
36,frc1714,2015
9,frc4079,2012
24,frc3167,2016
49,frc4392,2017
8,frc759,2010
22,frc3598,2015
12,frc2261,2016
10,frc4284,2012
8,frc1665,2008
3,frc1573,2010
44,frc857,2017
24,frc6073,2017
10,frc2001,2010
15,frc2721,2013
10,frc4404,2016
12,frc1396,2008
10,frc4286,2012
46,frc494,2005
23,frc148,2006
17,frc223,2008
9,frc2275,2008
8,frc977,2006
25,frc1730,2008
68,frc2834,2012
40,frc5534,2015
27,frc2791,2015
20,frc462,2006
24,frc4768,2017
8,frc706,2008
90,frc5813,2016
23,frc4930,2017
32,frc2383,2013
34,frc226,2013
41,frc191,2010
24,frc6078,2016
9,frc3130,2010
11,frc405,2008
10,frc1872,2011
20,frc6036,2016
48,frc5222,2016
11,frc1159,2005
9,frc2373,2013
30,frc2900,2016
27,frc5216,2016
11,frc2501,2015
18,frc955,2008
12,frc2115,2010
23,frc2165,2008
8,frc886,2005
11,frc1787,2014
44,frc3637,2017
27,frc107,2006
10,frc6472,2017
24,frc6588,2017
8,frc1347,2005
25,frc3995,2012
8,frc4969,2015
47,frc192,2008
31,frc473,2008
45,frc2122,2012
20,frc456,2017
10,frc3321,2011
10,frc4280,2013
37,frc5224,2015
10,frc1439,2011
49,frc6117,2017
54,frc2974,2015
19,frc4112,2015
9,frc5293,2014
27,frc3988,2015
51,frc6003,2016
12,frc1514,2011
24,frc2655,2009
32,frc2437,2008
7,frc3001,2009
24,frc6543,2017
29,frc4940,2017
11,frc3330,2014
24,frc4726,2017
10,frc4054,2014
19,frc4589,2015
10,frc3594,2011
11,frc6507,2017
26,frc5282,2015
20,frc5636,2017
24,frc3555,2016
11,frc4087,2012
64,frc122,2016
48,frc2970,2009
45,frc2054,2010
13,frc1091,2010
8,frc1828,2007
21,frc1006,2008
9,frc3610,2012
10,frc3480,2013
26,frc4337,2014
26,frc5194,2015
28,frc1816,2007
21,frc5507,2017
12,frc1569,2015
13,frc2016B,2016
48,frc2944,2016
12,frc1359,2006
33,frc932,2009
9,frc3036,2010
7,frc578,2005
24,frc6567,2017
9,frc4597,2015
7,frc999,2006
9,frc2879,2009
19,frc4009,2017
9,frc1157,2006
19,frc1391,2007
22,frc1466,2016
10,frc5174,2014
27,frc6153,2017
10,frc2064,2011
46,frc2832,2011
44,frc1619,2014
14,frc539,2008
29,frc5242,2016
26,frc5182,2017
11,frc4418,2017
10,frc6686,2017
21,frc1859,2007
30,frc5248,2014
26,frc1731,2015
32,frc3131,2017
9,frc1341,2005
37,frc316,2011
9,frc2973,2009
7,frc2921,2009
9,frc2998,2010
21,frc2029,2013
11,frc874,2006
4,frc2212,2010
9,frc3532,2017
24,frc869,2008
12,frc3397,2013
29,frc2198,2017
24,frc1405,2014
18,frc306,2005
9,frc499,2015
27,frc862,2008
29,frc6170,2017
47,frc5085,2017
13,frc6553,2017
10,frc1480,2008
26,frc4573,2015
40,frc2729,2014
15,frc1783,2008
40,frc948,2013
26,frc4008,2015
16,frc364,2015
24,frc5856,2016
24,frc2002,2017
10,frc3762,2012
13,frc4762,2013
11,frc1557,2006
10,frc2004,2014
7,frc3058,2009
10,frc4921,2015
59,frc4779,2017
40,frc4486,2017
24,frc3941,2013
33,frc379,2014
11,frc4111,2012
12,frc3859,2014
8,frc1963,2006
14,frc1860,2006
11,frc2200,2007
26,frc4796,2015
9,frc5689,2016
26,frc6566,2017
19,frc174,2015
38,frc3560,2016
46,frc188,2010
44,frc3542,2011
10,frc5744,2015
33,frc4097,2014
20,frc4356,2015
11,frc2104,2011
15,frc2599,2012
11,frc2930,2012
22,frc1605,2006
10,frc3215,2011
21,frc2500,2013
10,frc4612,2014
24,frc1896,2017
9,frc2264,2010
14,frc1678,2010
8,frc3670,2011
9,frc5063,2015
28,frc314,2010
12,frc4830,2014
11,frc2657,2013
8,frc5425,2015
23,frc888,2012
11,frc101,2012
16,frc1398,2013
10,frc5253,2014
22,frc4979,2014
27,frc1912,2017
12,frc3885,2015
26,frc2851,2015
32,frc61,2009
8,frc3257,2016
15,frc4252,2013
28,frc3230,2017
26,frc4682,2017
7,frc2922,2009
9,frc1823,2010
21,frc5987,2016
30,frc3650,2016
10,frc3281,2010
18,frc1351,2017
11,frc6222,2017
10,frc1165,2010
38,frc203,2014
8,frc5996,2017
9,frc3024,2010
35,frc2611,2010
24,frc4041,2016
12,frc4702,2014
37,frc1261,2014
10,frc3647,2011
44,frc2471,2012
13,frc2844,2015
13,frc1591,2014
11,frc4947,2017
15,frc100,2005
32,frc4643,2015
8,frc4847,2017
17,frc1182,2009
24,frc304,2016
8,frc2943,2009
39,frc3158,2014
31,frc3026,2015
14,frc5475,2016
47,frc1796,2017
10,frc1148,2010
26,frc2062,2014
10,frc4260,2014
11,frc1565,2007
20,frc1367,2009
55,frc1991,2014
9,frc2499,2015
26,frc818,2016
43,frc3360,2016
26,frc5086,2014
10,frc2672,2009
11,frc2335,2011
9,frc1876,2009
12,frc2874,2011
97,frc133,2016
8,frc5130,2016
20,frc4784,2017
14,frc5893,2017
10,frc1877,2010
9,frc4349,2013
33,frc1014,2015
24,frc1247,2016
10,frc3949,2015
35,frc702,2012
51,frc5198,2017
11,frc1428,2006
9,frc1007,2005
24,frc6089,2017
8,frc6217,2017
9,frc5840,2015
15,frc1329,2013
10,frc1525,2008
8,frc2191,2009
30,frc1540,2011
9,frc2969,2015
74,frc868,2014
108,frc230,2015
9,frc996,2009
32,frc900,2010
9,frc3344,2014
45,frc5661,2016
9,frc1571,2010
10,frc296,2011
21,frc2815,2015
65,frc447,2015
31,frc4737,2017
20,frc2252,2009
10,frc3332,2010
55,frc4063,2013
26,frc5523,2016
11,frc2491,2011
33,frc1817,2012
60,frc973,2015
13,frc5444,2015
28,frc6150,2016
10,frc1789,2011
19,frc2641,2009
42,frc1197,2011
25,frc1378,2013
11,frc3660,2015
33,frc835,2010
23,frc3164,2013
24,frc3069,2009
27,frc2852,2011
24,frc313,2017
11,frc2461,2008
23,frc3653,2016
17,frc155,2007
10,frc3794,2011
27,frc4730,2016
60,frc302,2005
10,frc5241,2014
11,frc5653,2015
41,frc2177,2014
10,frc3792,2017
38,frc3322,2011
9,frc3576,2013
14,frc28,2006
10,frc3195,2011
12,frc496,2006
9,frc3839,2012
30,frc829,2007
26,frc297,2015
8,frc4229,2016
77,frc2059,2016
17,frc1560,2006
44,frc4296,2014
26,frc2077,2015
11,frc3413,2012
22,frc2638,2012
9,frc5102,2015
12,frc1850,2006
8,frc1382,2006
31,frc381,2005
21,frc1008,2008
87,frc1918,2009
54,frc2052,2013
14,frc1373,2008
19,frc842,2009
39,frc56,2009
13,frc1658,2014
30,frc256,2012
9,frc5658,2015
44,frc6314,2017
8,frc937,2008
29,frc2876,2014
78,frc177,2016
19,frc2076,2008
9,frc1740,2013
52,frc2175,2016
14,frc2453,2009
27,frc4343,2015
29,frc3882,2017
26,frc116,2011
22,frc4269,2012
28,frc2826,2017
39,frc1646,2009
10,frc4845,2013
10,frc3749,2012
29,frc3284,2010
13,frc3633,2014
33,frc766,2005
29,frc5263,2016
16,frc1708,2005
26,frc3799,2017
9,frc606,2017
34,frc181,2008
26,frc4139,2013
26,frc1672,2014
45,frc3688,2014
21,frc1906,2006
12,frc1437,2006
27,frc1492,2016
10,frc2479,2014
61,frc126,2007
41,frc971,2011
8,frc2995,2009
31,frc4461,2015
20,frc1515,2008
32,frc1370,2008
42,frc357,2013
12,frc2662,2015
8,frc3110,2009
64,frc811,2016
39,frc2228,2014
19,frc5418,2017
19,frc4763,2017
43,frc692,2008
9,frc3291,2011
21,frc988,2013
11,frc3701,2014
31,frc5118,2015
24,frc5239,2015
11,frc4397,2015
7,frc2521,2009
34,frc5678,2015
24,frc3458,2015
9,frc5189,2017
20,frc167,2011
28,frc1922,2014
8,frc1927,2017
9,frc871,2015
18,frc4171,2017
18,frc670,2017
16,frc4665,2017
9,frc2540,2008
112,frc2337,2013
13,frc3944,2014
70,frc3683,2016
10,frc5628,2015
9,frc1513,2006
50,frc4381,2016
42,frc4377,2017
10,frc5570,2017
31,frc120,2008
30,frc2197,2011
41,frc1138,2006
20,frc3007,2013
33,frc1899,2016
10,frc1634,2009
28,frc1677,2010
22,frc620,2015
54,frc4761,2016
52,frc58,2017
5,frc308,2002
9,frc806,2014
8,frc5340,2016
10,frc3040,2010
12,frc2853,2012
11,frc3748,2014
43,frc5428,2017
22,frc1598,2006
29,frc219,2012
8,frc3976,2013
38,frc5515,2017
10,frc6604,2017
23,frc3135,2010
41,frc108,2014
47,frc173,2008
19,frc1270,2010
29,frc1311,2010
76,frc1403,2016
51,frc1114,2009
14,frc2495,2010
27,frc2148,2014
9,frc5991,2017
23,frc135,2010
33,frc49,2008
10,frc653,2008
10,frc1601,2013
42,frc1983,2011
27,frc4300,2015
49,frc1647,2012
10,frc4496,2013
27,frc4099,2016
15,frc2923,2013
16,frc1701,2005
50,frc2405,2016
9,frc2654,2009
13,frc2013,2010
10,frc1228,2009
10,frc2869,2012
8,frc6160,2016
29,frc2265,2017
22,frc2550,2009
8,frc5278,2016
71,frc587,2016
43,frc4587,2017
59,frc180,2014
43,frc1011,2016
11,frc1348,2005
8,frc1404,2008
11,frc3987,2012
12,frc4167,2013
12,frc1745,2015
11,frc5754,2015
9,frc1580,2013
13,frc3531,2012
64,frc5332,2016
49,frc696,2017
59,frc2767,2011
11,frc4685,2014
8,frc2897,2016
21,frc540,2014
36,frc111,2017
43,frc3534,2017
9,frc1205,2006
8,frc1413,2006
30,frc486,2014
27,frc3509,2011
30,frc4309,2016
71,frc1310,2013
11,frc1631,2013
8,frc4075,2016
26,frc5498,2017
29,frc2702,2017
13,frc691,2007
20,frc3961,2012
13,frc5119,2014
12,frc1713,2006
11,frc1401,2007
32,frc1288,2014
29,frc1072,2011
37,frc84,2008
15,frc138,2009
23,frc839,2011
12,frc4072,2014
9,frc1290,2007
8,frc2375,2008
9,frc2480,2008
14,frc1793,2009
28,frc1885,2013
20,frc2152,2016
18,frc3485,2012
36,frc245,2006
10,frc3740,2013
43,frc4473,2016
32,frc237,2005
25,frc2484,2010
18,frc5443,2015
27,frc6201,2016
9,frc6701,2017
24,frc3259,2012
29,frc337,2013
41,frc1025,2013
9,frc3583,2011
9,frc3813,2013
12,frc1946,2014
26,frc5710,2017
12,frc1493,2010
10,frc1585,2011
21,frc752,2006
44,frc2673,2010
14,frc4261,2012
21,frc4335,2015
38,frc4655,2017
16,frc2555,2011
10,frc5953,2016
10,frc2390,2011
59,frc894,2017
9,frc2240,2008
11,frc4348,2012
26,frc3616,2016
11,frc1584,2012
8,frc3004,2012
11,frc4152,2012
13,frc1505,2005
55,frc3357,2012
31,frc4965,2014
14,frc2348,2012
13,frc4080,2014
60,frc5895,2017
11,frc2027,2012
24,frc4827,2017
18,frc1444,2013
10,frc3723,2014
8,frc1529,2007
12,frc2213,2013
44,frc1302,2014
73,frc4039,2016
14,frc1770,2006
8,frc2398,2009
61,frc222,2014
38,frc4118,2014
10,frc3557,2012
10,frc4794,2014
107,frc238,2016
19,frc9122,2016
23,frc967,2017
11,frc2418,2008
24,frc2528,2014
11,frc2945,2016
30,frc3669,2012
26,frc5555,2015
21,frc2357,2016
31,frc4398,2017
25,frc744,2010
68,frc5012,2016
12,frc3800,2015
26,frc515,2011
14,frc3986,2013
23,frc1640,2010
26,frc3548,2012
15,frc1254,2008
21,frc3504,2013
38,frc3280,2013
14,frc5564,2015
13,frc3336,2015
8,frc1284,2008
34,frc343,2012
8,frc6751,2017
26,frc365,2006
15,frc973B,2014
10,frc852,2015
28,frc4135,2016
11,frc2927,2011
90,frc1676,2016
41,frc348,2016
33,frc5866,2017
24,frc3061,2012
32,frc4487,2013
14,frc2840,2013
7,frc1805,2008
24,frc2534,2014
25,frc3666,2014
24,frc3632,2017
98,frc217,2009
72,frc4450,2016
24,frc5203,2017
24,frc4601,2014
22,frc4792,2014
35,frc3237,2014
8,frc5279,2015
48,frc3661,2016
10,frc4023,2017
15,frc1727,2006
17,frc1778,2006
9,frc2229,2010
38,frc3335,2016
57,frc2976,2014
8,frc4263,2012
10,frc4213,2013
25,frc5129,2017
59,frc3219,2017
28,frc781,2009
21,frc3186,2012
24,frc1307,2014
36,frc3034,2017
48,frc71,2013
16,frc41,2009
18,frc53,2012
74,frc3538,2016
11,frc5682,2016
13,frc2044,2008
11,frc2458,2010
58,frc65,2009
9,frc3087,2013
10,frc3851,2014
10,frc5308,2016
9,frc2561,2009
24,frc2617,2010
13,frc1810,2010
13,frc207,2014
60,frc1519,2012
24,frc335,2011
33,frc3663,2012
13,frc4693,2014
11,frc2078,2007
9,frc2151,2008
24,frc4531,2016
61,frc1721,2017
19,frc3478,2011
13,frc383,2008
9,frc3312,2011
14,frc1001,2014
31,frc5746,2016
8,frc5637,2016
19,frc1829,2011
7,frc2843,2009
10,frc2966,2014
38,frc312,2005
42,frc1806,2013
86,frc1477,2016
56,frc3138,2010
52,frc2073,2015
11,frc2232,2010
24,frc2246,2017
10,frc4264,2015
12,frc564,2008
92,frc1241,2013
10,frc5276,2015
31,frc3535,2015
19,frc2338,2008
34,frc3173,2011
12,frc1071,2010
10,frc2107,2012
68,frc1323,2015
9,frc615,2015
26,frc4004,2015
9,frc2424,2015
22,frc1649,2010
20,frc2023,2010
25,frc1781,2012
25,frc1153,2012
11,frc2903,2011
43,frc293,2017
9,frc4812,2013
30,frc6739,2017
14,frc4732,2017
9,frc3761,2011
9,frc3353,2012
34,frc612,2010
8,frc5034,2015
10,frc5153,2017
9,frc2216,2013
8,frc1541,2008
15,frc1761,2009
8,frc180B,2014
19,frc1421,2017
18,frc5022,2017
11,frc2279,2008
40,frc470,2009
9,frc1068,2005
10,frc4175,2013
24,frc4750,2014
36,frc1547,2015
12,frc4150,2013
47,frc1086,2010
23,frc3991,2015
9,frc2183,2008
10,frc2554,2009
7,frc2273,2008
10,frc117,2012
82,frc20,2014
55,frc341,2017
9,frc2948,2010
9,frc590,2005
10,frc2511,2014
10,frc2167,2013
24,frc97,2016
9,frc2207,2011
32,frc3453,2012
10,frc1916,2006
50,frc5422,2017
34,frc832,2013
60,frc1208,2015
10,frc5877,2017
9,frc4725,2013
9,frc3062,2015
16,frc1621,2005
10,frc3783,2011
4,frc1317B,2015
11,frc4210,2013
8,frc3870,2013
69,frc3452,2016
66,frc326,2013
19,frc371,2013
14,frc1212,2007
16,frc424,2008
9,frc1849,2010
47,frc4188,2015
26,frc5137,2017
10,frc6636,2017
11,frc1312,2010
53,frc5957,2016
14,frc585,2005
10,frc562,2011
10,frc4179,2015
27,frc3192,2015
12,frc3037,2009
22,frc346,2014
44,frc4146,2015
24,frc5563,2015
64,frc1868,2016
19,frc1559,2008
12,frc3483,2013
14,frc5817B,2016
21,frc1155,2006
37,frc2199,2016
14,frc279,2007
7,frc1448,2008
67,frc503,2011
10,frc5423,2016
10,frc1426,2005
18,frc2574,2012
22,frc1775,2017
27,frc401,2013
10,frc5141,2016
27,frc3937,2013
10,frc3027,2014
18,frc386,2009
7,frc2914,2009
24,frc896,2013
9,frc4132,2013
32,frc1495,2013
9,frc2186,2014
24,frc6338,2017
24,frc69,2009
22,frc2220,2011
8,frc614,2013
30,frc3193,2014
26,frc4353,2012
46,frc4472,2017
10,frc6302,2017
34,frc1506,2010
25,frc662,2011
51,frc233,2011
15,frc1294,2011
10,frc4661,2015
44,frc3245,2017
29,frc3495,2014
40,frc103,2010
22,frc3350,2013
10,frc4032,2012
12,frc2838,2013
21,frc2051,2016
16,frc1891,2010
12,frc3251,2014
21,frc2399,2013
23,frc4153,2016
46,frc1,2008
23,frc1710,2008
19,frc253,2016
27,frc2705,2014
34,frc4198,2015
18,frc582,2005
10,frc1648,2006
14,frc1956,2006
26,frc1094,2011
12,frc1703,2013
24,frc3786,2015
27,frc6130,2017
9,frc4329B,2015
30,frc648,2017
75,frc1625,2014
11,frc3829,2014
29,frc2906,2015
18,frc240,2005
44,frc858,2009
42,frc1657,2017
31,frc3103,2016
7,frc938,2008
59,frc772,2017
12,frc2093,2012
10,frc1123,2014
29,frc949,2016
7,frc1994,2008
10,frc4275,2013
17,frc4901,2016
9,frc2157,2007
7,frc333,2009
41,frc1712,2012
10,frc2463,2008
10,frc4738,2015
8,frc3258,2015
8,frc1172,2006
10,frc2078,2013
19,frc604,2005
9,frc3136,2014
21,frc2472,2008
11,frc1438,2008
13,frc1535,2008
93,frc2959,2013
89,frc1318,2015
16,frc2538,2009
9,frc5477,2016
26,frc4608,2017
20,frc1725,2006
9,frc3056,2010
10,frc1661,2010
11,frc3086,2009
12,frc4580,2013
28,frc5072,2016
11,frc2783,2010
9,frc3808,2011
41,frc71,2007
9,frc2546,2012
9,frc2259,2010
39,frc1595,2013
11,frc3116,2013
27,frc3398,2016
13,frc3238,2012
38,frc5065,2014
12,frc4466,2017
20,frc2411,2012
12,frc6383,2017
16,frc1241,2007
47,frc60,2008
11,frc2749,2009
24,frc3875,2012
15,frc2262,2009
8,frc1287,2016
14,frc2890,2009
11,frc3346,2012
18,frc1806,2007
35,frc184,2005
14,frc2556,2009
15,frc843,2009
10,frc3760,2017
11,frc1304,2012
10,frc5096,2016
45,frc6077,2017
7,frc2412,2009
9,frc5634,2015
19,frc1100,2010
9,frc1642,2011
20,frc3484,2017
9,frc59,2009
24,frc522,2009
60,frc2907,2015
10,frc4011,2014
24,frc4546,2015
12,frc31,2008
25,frc2386,2011
12,frc6200,2016
28,frc1388,2010
26,frc3473,2014
9,frc2833,2015
28,frc3602,2011
39,frc5554,2017
35,frc3095,2009
9,frc2819,2012
89,frc1501,2015
22,frc6381,2017
16,frc2216,2007
10,frc3341,2013
36,frc4125,2013
10,frc3777,2012
14,frc5663,2015
38,frc4983,2015
38,frc4534,2017
14,frc758,2007
24,frc2341,2013
11,frc4371,2013
19,frc687,2008
53,frc904,2014
22,frc4364,2014
29,frc5737,2017
24,frc3781,2014
18,frc1758,2013
10,frc2658,2008
10,frc5449,2015
20,frc5027,2016
26,frc841,2016
44,frc1711,2016
87,frc2960,2017
15,frc832,2007
15,frc4308,2014
26,frc5050,2017
11,frc618,2006
9,frc3282,2011
11,frc1562,2005
8,frc2167,2007
33,frc694,2008
7,frc1070,2009
15,frc1258,2008
43,frc8,2012
9,frc4235,2013
51,frc3140,2015
34,frc2344,2009
19,frc2704,2017
18,frc2449,2008
9,frc2509,2012
46,frc3250,2014
9,frc1410,2010
18,frc3545,2013
12,frc1566,2016
11,frc299,2016
11,frc1886,2010
10,frc5445,2017
40,frc34,2006
10,frc3646,2011
39,frc1319,2008
10,frc1737,2010
30,frc1143,2010
10,frc2765,2011
29,frc4028,2012
23,frc4265,2012
15,frc3339,2011
11,frc2369,2008
24,frc2660,2016
17,frc518,2005
24,frc2367,2008
62,frc225,2017
39,frc5950,2017
20,frc3381,2012
45,frc3015,2017
48,frc1717,2014
8,frc5981,2016
18,frc3157,2015
16,frc2504,2010
11,frc1203,2012
13,frc2091,2009
9,frc1276,2009
18,frc568,2012
10,frc1212,2013
22,frc326,2007
11,frc371,2007
59,frc2980,2016
15,frc859,2006
52,frc4982,2015
34,frc216,2010
11,frc3615,2013
11,frc1763,2014
58,frc2559,2016
10,frc4232,2016
17,frc614,2007
16,frc354,2008
9,frc2173,2008
11,frc2629,2009
28,frc1757,2015
44,frc3958,2016
7,frc1495,2007
10,frc1268,2010
9,frc997,2012
8,frc1972,2012
23,frc4532,2014
39,frc2489,2014
30,frc2733,2011
9,frc1293,2006
9,frc5516,2015
101,frc2590,2013
26,frc4201,2016
8,frc401,2007
44,frc292,2009
9,frc2883,2011
10,frc3072,2012
41,frc340,2016
10,frc4134,2012
46,frc418,2016
10,frc1771,2006
10,frc2725,2010
24,frc1973,2017
7,frc2594,2009
12,frc3370,2014
24,frc3537,2013
11,frc4142,2014
9,frc1766,2008
43,frc1188,2010
11,frc2083,2016
9,frc3690,2012
25,frc3255,2012
24,frc279,2013
23,frc2147,2010
9,frc3300,2011
9,frc1703,2007
91,frc27,2015
12,frc5528,2016
20,frc1507,2006
8,frc1219,2008
24,frc3636,2016
14,frc2564,2009
11,frc4231,2012
14,frc1468,2011
29,frc2485,2015
9,frc5647,2015
12,frc2892,2010
26,frc571,2014
11,frc2069,2007
10,frc3283,2011
9,frc2855,2011
9,frc2106,2010
10,frc3021,2011
49,frc4941,2016
10,frc1967,2008
13,frc4212,2012
8,frc5298,2016
9,frc1303,2006
70,frc2137,2016
24,frc6013,2017
8,frc1815,2008
23,frc1038,2017
28,frc6547,2017
30,frc329,2008
9,frc988,2007
24,frc1965,2016
24,frc3634,2016
7,frc384,2005
46,frc3572,2012
17,frc3838,2016
38,frc1629,2014
18,frc6059,2017
41,frc357,2007
20,frc2993,2011
11,frc4509,2014
14,frc2445,2015
42,frc3234,2014
57,frc126,2013
24,frc4992,2016
29,frc931,2008
25,frc537,2008
9,frc3820,2011
9,frc613,2010
9,frc3867,2011
15,frc3334,2011
10,frc81,2009
10,frc1691,2011
38,frc2039,2015
19,frc2340,2017
29,frc3575,2014
11,frc1864,2010
12,frc3179,2012
7,frc131,2006
15,frc1801,2008
10,frc2920,2011
7,frc2601,2009
57,frc1425,2015
81,frc2067,2016
13,frc5411,2016
12,frc2171,2012
31,frc4976,2015
9,frc3019,2009
59,frc3310,2013
25,frc4984,2015
11,frc2478,2009
28,frc1322,2012
24,frc5310,2017
10,frc2942,2011
17,frc1601,2007
10,frc4121,2012
34,frc4498,2013
13,frc4114,2014
24,frc4409,2014
21,frc2830,2016
9,frc6202,2016
25,frc1178,2012
31,frc703,2011
10,frc6506,2017
30,frc4013,2012
10,frc1997,2015
24,frc6122,2017
9,frc4020,2012
11,frc3268,2012
20,frc4652,2013
29,frc3236,2017
32,frc1369,2014
10,frc3774,2011
28,frc4403,2014
8,frc1230,2010
10,frc3643,2011
47,frc102,2016
14,frc1580,2007
41,frc1280,2009
13,frc2781,2010
22,frc3940,2013
38,frc171,2014
43,frc4395,2017
53,frc1684,2016
31,frc1102,2006
21,frc1327,2009
27,frc555,2006
10,frc4197,2012
10,frc4248,2012
73,frc3770,2015
28,frc4089,2015
20,frc2530,2013
24,frc3619,2017
51,frc79,2009
9,frc1533,2009
43,frc423,2012
29,frc1885,2007
10,frc2444,2011
20,frc3083,2012
43,frc716,2015
23,frc1290,2013
9,frc2382,2015
46,frc4103,2017
59,frc3414,2017
24,frc2214,2008
32,frc2085,2012
20,frc5333,2015
42,frc5495,2016
10,frc2994,2016
21,frc2346,2014
37,frc597,2016
7,frc1600,2009
29,frc1350,2015
17,frc930,2005
4,frc1441,2005
23,frc2877,2010
38,frc3494,2011
24,frc3415,2012
19,frc691,2013
29,frc3276,2013
30,frc2130,2015
10,frc1631,2007
9,frc3673,2013
11,frc3319,2013
10,frc73,2008
37,frc3536,2014
67,frc1986,2015
61,frc624,2012
29,frc2035,2013
9,frc5414,2015
9,frc5143,2015
85,frc1218,2012
24,frc4304,2014
10,frc919,2015
23,frc308,2006
8,frc1784,2009
7,frc337,2007
8,frc1277,2009
14,frc2544,2010
26,frc3658,2013
8,frc6752,2017
11,frc865,2008
17,frc1735,2009
26,frc172,2017
94,frc1718,2016
22,frc1920,2016
10,frc3299,2013
31,frc2192,2015
9,frc4548,2013
24,frc136,2017
9,frc3340,2010
11,frc2213,2007
47,frc3256,2013
10,frc4704,2015
13,frc1590,2006
15,frc3240,2013
26,frc1989,2015
10,frc2181,2016
11,frc5625,2017
11,frc3734,2012
20,frc1529,2013
46,frc4205,2015
22,frc1444,2007
24,frc488,2013
24,frc3780,2015
8,frc1830,2007
10,frc2119,2010
63,frc910,2015
7,frc1825,2008
50,frc6226,2017
51,frc4060,2016
11,frc4078,2017
10,frc1057,2008
12,frc3814,2012
44,frc48,2006
86,frc74,2015
40,frc1458,2014
10,frc4311,2013
9,frc4816,2013
10,frc1644,2014
9,frc1759,2008
8,frc1274,2009
46,frc987,2014
46,frc5496,2016
18,frc3204,2011
83,frc1389,2016
10,frc2493,2010
10,frc1160,2012
9,frc663,2005
13,frc3763,2014
14,frc1317,2010
50,frc75,2012
13,frc3939,2013
8,frc5290,2016
16,frc2978,2012
24,frc4131,2015
8,frc2532,2016
16,frc2359,2008
13,frc3810,2011
37,frc3359,2016
31,frc57,2008
10,frc1643,2013
8,frc6677,2017
41,frc766,2015
6,frc3508B,2016
12,frc1071,2009
58,frc1502,2014
18,frc3646,2016
43,frc4954,2014
26,frc1708,2015
17,frc4160,2017
15,frc1566,2011
19,frc405,2007
32,frc2048,2008
11,frc3705,2013
48,frc4451,2015
24,frc5175,2017
14,frc3038,2014
27,frc5697,2017
9,frc2843,2010
12,frc2354,2013
33,frc5567,2016
11,frc3282,2016
27,frc2165,2007
11,frc3402,2010
45,frc3546,2015
45,frc3459,2017
9,frc3356,2017
24,frc470,2010
25,frc3288,2014
9,frc3457,2015
9,frc2515,2008
25,frc1099,2017
37,frc1429,2011
12,frc2980,2011
9,frc473,2007
19,frc1761,2010
12,frc5665,2015
7,frc192,2007
12,frc909,2006
9,frc2958,2009
32,frc612,2009
22,frc6429,2017
27,frc2660,2011
10,frc2533,2008
24,frc5613,2016
36,frc3339,2016
31,frc3331,2017
36,frc1649,2009
9,frc2023,2009
9,frc2283,2012
9,frc2765,2016
12,frc2083,2011
12,frc4594,2013
9,frc2229,2009
11,frc4251,2012
33,frc2158,2017
11,frc3878,2017
11,frc418,2011
51,frc340,2011
36,frc302,2015
50,frc2883,2016
17,frc3581,2015
26,frc5045,2016
19,frc801,2008
38,frc830,2008
90,frc217,2010
39,frc2733,2016
9,frc3220,2010
11,frc6008,2016
9,frc2559,2011
70,frc610,2017
9,frc3292,2015
56,frc3021,2016
10,frc6062,2016
31,frc230,2005
45,frc3489,2017
13,frc447,2005
16,frc1286,2006
26,frc1065,2013
11,frc2190,2013
11,frc4753,2014
27,frc3283,2016
24,frc5527,2016
25,frc2855,2016
9,frc1665,2007
14,frc2070,2008
10,frc3022,2011
50,frc175,2012
16,frc1539,2006
11,frc5485,2016
64,frc6340,2017
24,frc2617,2009
22,frc1810,2009
10,frc2561,2010
44,frc3314,2012
27,frc4627,2015
15,frc1014,2005
19,frc1468,2016
24,frc223,2007
61,frc4159,2014
24,frc5255,2014
7,frc2458,2009
10,frc3636,2011
10,frc4832,2013
21,frc41,2010
10,frc3699,2014
44,frc5666,2016
9,frc706,2007
11,frc1026,2006
11,frc1827,2014
28,frc4959,2016
27,frc781,2010
8,frc3300,2016
