District,State Country,Location,Team #,Related team #'s,Most Recent Yr,Rookie Year,Lat/Lon,Accurate Coord,school name,Name,Notes,
,CO,"Greenwood Village , CO",4550,,2016,2013,"39.629689,-104.882441",1,,Booz Allen Hamilton / Lockheed Martin / Xilinx / Magpul / MessageWatcher / Cygnus Softwares / The Garage / Davis Graham & Stubbs / O'Reilly Auto Parts / Regency Diamonds / Colorado Neurodiagnostics / Blue River Analytics / Rock Flow Dynamics / RV Four Seasons & Cherry Creek High School ,,
,IL,"Chicago, IL",4551,,2014,2013,"41.838858,-87.654197",1,,NASA/Illinois Tech Robotics/FRC Team 2903: The Neo Bots & Benton House,,
,TX,"Slaton, TX",4552,,2013,2013,"33.435739,-101.657209",1,,Slaton High School,,
,MS,"Columbus, MS",4553,,2016,2013,"33.523831,-88.421901",1,,ECOLAB- Microtek Medical & Heritage Academy ,,
,TN,"Knoxville , TN",4554,,2013,2013,"35.948933,-83.973205",1,,East Tennessee ASME & West High School,,
NE,ME,"Skowhegan, ME",4555,,2016,2013,"44.752311,-69.732499",1,,Robotic Institute of Maine/Army National Guard/Underwriters Laboratory & Somerset Career & Technical Center ,,
,CA,"Riverside, CA",4556,,2014,2013,"33.500058,-117.160032",1,,NASA & River Springs Charter School,,
NE,CT,"Middletown, CT",4557,,2016,2013,"41.532949,-72.620637",1,,NASA/United Technologies & Xavier High School ,,
PNW,WA,"Redmond, WA",4559,,2014,2013,"47.704558,-122.16733",1,,DigiPen Institute of Technology & L & E Academy & WaNIC,,
PNW,WA,"Federal Way, WA",4560,,2013,2013,"47.317044,-122.367847",1,,Decatur,,
NC,NC,"Research Triangle Park, NC",4561,,2016,2013,"35.936544,-78.850718",1,,Solara Automation / Microsoft & Research Triangle High School ,,
,FL,"Dunnellon , FL",4562,,2016,2013,"29.077484,-82.415025",1,,DUNNELLON HIGH SCHOOL ,,
,CA,"Woodland Hills, CA",4563,,2013,2013,"34.170822,-118.643224",1,,El Camino Real Charter High School,,
NE,ME,"Brewer, ME",4564,,2016,2013,"44.782551,-68.755424",1,,Robotics Institute of Maine / Lynx System Developers Inc. / TROY Industrial Solutions & Brewer High School ,,
,AZ,"Mesa, AZ",4565,,2016,2013,"33.399453,-111.614377",1,,MESA PUBLIC SCHOOLS - CTE / Boeing / Arizona Diamonbacks / Hunter Contracting / Southwest Fasteners / Hawkeye Engraving & Plastics / Airpark Signs & Graphics / Skyline Robotics Boosters / The Spirit of 64 & Skyline High School ,,
GA,GA,"Suwanee, GA",4566,,2014,2013,"34.016891,-84.022815",1,,Teradata/Shaheen & Company/T&G Controls & Collins Hill Robotics,,
,NY,"Seaford, NY",4567,,2016,2013,"40.68457,-73.490199",1,,Seaford Senior High School ,,
MI,MI,"North Adams, MI",4568,,2016,2013,"41.965362,-84.525547",1,,South Central Michigan Works / North Adams Lions Club / State of Michigan / Martinrea / Mrs. Barb Kittle / North Adams Women's Club / Cambria Tool and Machine / Consumers Power / Jonesville Lumber / Lomar Machine and Tool / North Adams-Jerome Public Schools & North Adams High School ,,
,TX,"Lubbock, TX USA",4570,3953,2016,2013,"33.609002,-101.820656",1,,Griffin Mortuary/Brandon & Clark Inc./DELL Computers/BAE Systems/Texas Work Force Commision/FIRST in Texas/TTU Society for Hispanic Professional Engineers/Harmon Family Farms & Estacado H S ,,
,NY,"New York, NY",4571,,2016,2013,"40.79441,-73.933622",1,,CONEDISON & Manhattan Center for Science & Mathematics ,,
NE,CT,"Redding, CT",4572,,2016,2013,"41.299905,-73.338836",1,,United Technologies Corporation / Datto & Joel Barlow High School ,,
MAR,NJ,"South River, NJ",4573,,2016,2013,"40.438281,-74.381873",1,,J&J Janssen Research & Development & South River High ,,
,CA,"Fullerton, CA",4574,,2015,2013,"33.884165,-117.95348",1,,"Sweinhart Electric Company / Boeing Co. / Brown Pacific, Inc. / Sunny Hills Foundation for Education / Raytheon / OneBeacon / UTC Aerospace Systems / Empire Container Corporation & SUNNY HILLS HIGH ",,
MAR,PA,"Ridley/Springfield, PA",4575,,2016,2013,"39.891779,-75.332967",0,,COMCAST / BHCU / BOEING / PhillyMade Apparel / The Ridley Township Police Association & Girl Scouts of Eastern PA ,All female team,
,TN,"Knoxville, TN",4576,,2016,2013,"36.086276,-83.927015",1,,"Knox County Schools / D & D Underground, LLC / DeRoyal Industries, Inc. / Panda Enterprises / Tru-Design, LLC & Halls High School ",,
,AR,"Vilonia, AR",4577,,2013,2013,"35.08546,-92.19442",1,,Entergy Arkansas / AR FIRST / jcpenney & Vilonia High School,,
,CA,"Westchester, CA ",4578,,2016,2013,"33.957715,-118.428948",1,,Westchester Senior High ,,
PNW,WA,"Federal Way, WA",4579,,2016,2013,"47.329043,-122.313352",1,,Washington FIRST Robotics & Federal Way Senior High School ,,
IN,IN,"Indianapolis, IN",4580,,2016,2013,"39.784326,-86.28947",1,,Ben Davis High School ,,
,CO,"Aurora, CO",4581,,2014,2013,"39.675369,-104.781182",1,,NASA/Raytheon YESNET/Comcast & Rangeview High School,,
,SC,"Myrtle Beach, SC",4582,,2016,2013,"33.714755,-78.86879",1,,NASA & Myrtle Beach High ,,
,CA,"San Diego, CA",4583,,2016,2013,"32.719963,-117.153783",1,,"Qualcomm / San Diego Unified School District / Aquaneering / Point Break Restaurant / San Diego High School, School of Science and Technology / Leidos & San Diego Science and Technology ",,
,UT,"Midvale, UT",4585,,2016,2013,"40.618236,-111.868951",1,,Utah STEM Action Center/Comcast NBCUniversal & Hillcrest High ,,
,Israel,"Modiin, Israel",4586,,2016,2013,"31.898738,35.01464",1,,"ShaGal Marketing Solutions Ltd./A.RINGEL/LEDICO/THE HEBREW UNIVERSITY- SCHOOL OF COMPUTER, SCIENCE & ENGINEERING/FIRST ISRAEL/Automotive Equipment Group/ROTERY MODI'IN/MOBOTIX/ANTENOT RAZON/D.M.A.B.M/LIOR SHEMER RAHITIM/DFUS NATALY/ACP/DFUS-HAD/Bet Harof'im Modiin/Machon Halev Modiin/Gelarte/OFFER FALAFEL & IRONI BET MODIIN & ironi b ",,
,TX,"Houston, TX",4587,,2016,2013,"29.882495,-95.556035",1,,"Texas Direct Auto & Associates / Oceaneering International / NAPA / EMI / Dent Free America / Texas Workforce Commission / Chandra Foundation / Redstone / Attractions Unlimited, Inc. / T Systems / The Nut Place / Shawn's Custom Tees / All Media Printers / Fortified & Jersey Village High School ",,
,TX,"Houston, TX",4589,,2015,2013,"29.983063,-95.244183",1,,"Texas Workforce Commission / McHenry Family / Humble ISD/CATE Center / Universal Pressure Pumping, Inc & KINGWOOD PARK H S & HUMBLE H S & KINGWOOD H S ",,
,Israel,"Kfar Hayarok, Tel Aviv Israel",4590,,2016,2013,"32.133486, 34.829172",1,,Hakfar Hayarok School & Hakfar Hayarok ,,
,Canada-AB,"Calgary, AB Canada",4591,,2015,2013,"51.157777,-114.066117",1,,Notre Dame HS ,,
,FL,"Miami, FL",4592,,2016,2013,"25.828325,-80.221481",0,,One Firefly / FPL / Metalworks Engineering & Mcarthur High School ,,
,SD,"Rapid City, SD",4593,,2016,2013,"44.077273,-103.291343",1,,"Caterpillar, Inc & STEVENS HIGH SCHOOL - 42 ",,
,Canada-QC,"Montreal, QC Canada",4594,,2016,2013,"45.570611,-73.551023",1,,Pratt & Whitney Canada / UTC / Caisse populaire Desjardins Mercier-Rosemont / RBC Phillips Hager and North FRC Grant / CSDM / CSC / AVREX Canada Inc. & École Marguerite-De Lajemmerais ,,
,Canada-ON,"Windsor, ON Canada ",4595,,2016,2013,"42.278784,-83.026604",1,,The Chrysler Foundation / Chrysler Canada / St. Clair College & Maranatha Christian Academy ,,
,UT,"Salt Lake City, UT ",4596,,2013,2013,"40.734057,-111.885436",1,,Innovations High School,,
,TX,"Edinburg, TX ",4597,,2016,2013,"26.275134,-98.160911",1,,2016 FRC Hardship Grant / Texas Workforce Commission / BEZOS FOUNDATION & Robert Vela High School & Robert Vela High School ,,
,UT,"Sandy, UT ",4598,,2016,2013,"40.548941,-111.860981",1,,Xmission / Presort Essentials / Wheeler / SARCOS / Dynapac & Alta High ,,
,MO,"St. Louis, MO ",4600,,2016,2013,"38.77661,-90.237257",1,,The Boeing Company & Hazelwood East High ,,
,OH,"Canfield, OH ",4601,,2016,2013,"41.028158,-80.774497",1,,City Machine Technology / Bellino's Lube Plus / Forbush Machine / Mahoning Valley Anesthesia / Canfield Rotary / Ramunno Builders / BlackRock / Canfield Junior Women's League / Giant Eagle / S.A Engineering / Sipp Tepe Architect's / I.E.S. Systems & Canfield High School ,,
,Mexico,"Gomez Palacio , DG Mexico ",4603,,2016,2013,"25.561842,-103.509407",1,,PEÑOLES & Instituto Frances de La Laguna & Instituto Francés de La Laguna ,,
,Canada-AB,"Calgary, AB Canada ",4604,,2016,2013,"51.008695,-114.111902",0,,Qsine Corporation Limited / DJA Engineering Services Inc / AWSN / RBC Phillips Hager North / Arctos Engineering / Calgary Board of Education / Schulich Community Robotics Program & Neighborhood Group ,All female team,
,Canada-AB,"Calgary, AB Canada ",4606,,2013,2013,"51.037193,-114.077225",1,,Qsine Corporation Limited / jcpenney & CTC Centre,,
,MN,"Becker, MN ",4607,,2016,2013,"45.394851,-93.875039",1,,"Xcel Energy / Liberty Paper, Inc. / Clear Lake Lions Club / Darter Plastics / Becker Furniture World / Midcontinent Communications / AZCO, inc. / Vern Jurek Construction / Great River Energy / Joe's Bobcat and more / SEH, Inc. / Sherburne State Bank / Excaliber Collision and Conversion Center / Lanzer Computer Systems / Winlectric of Elk River / Franklin Graphics / Park Industries / Batteries + Bulbs / Country Lumber / S&T Machining / Bernick's Pepsi / The Greenhorns / GNP Company / Kasemann Machining & Becker Senior High ",,
PNW,WA,"Tekoa, WA ",4608,,2016,2013,"47.223804,-117.067394",1,,"Washington OSPI / Bezo's Foundation / Microsoft / Wilbur Ellis / Ron and Penney Tee / Hoffman Manufacturing Inc. / Gear-Up Foundation / Seeds INC. Plants of the Wild / Tobra Coffee / St. John Hardware & Implement Co, INC. / Schweitzer Engineering Laboratories & Tekoa High School ",,
NE,RI,"Pawtucket, RI ",4609,,2013,2013,"41.880444,-71.380634",1,,Cooley Group/Teknor Apex & William. E. Tolman HighSchool,,
,TX,"Bastrop, TX ",4610,,2016,2013,"30.117994,-97.314001",1,,FIRST in Texas / Texas Workforce Commission / Bastrop Independent School District / Kouba Systems / BLW Security Group / First National Bank / Paw-Paw's Catfish House / KamFab & Bastrop H S ,,
,OH,"Lewis Center, OH",4611,,2016,2013,"40.204979,-83.020871",1,,Kimball Midwest/Olentangy Educational Foundation & Olentangy High School & Orange High School & Olentangy Liberty High School ,,
,OK,"Oklahoma City, OK",4612,,2016,2013,"35.493388,-97.528672",1,,Climate Craft & Dove Science Academy Es (Okc) ,,
PA-nonMAR,PA,"Chambersburg, PA",4615,,2016,2013,"39.900777,-77.682041",1,,"Veterans of Foreign Wars Charles Nitterhouse Post 1599/Penn State Mont Alto Campus,/Newcomer Associates/Brechbill and Helman Construction Company, Inc./L.B. Water Service/Vacon, Inc./Nitterhouse Concrete Products/Franklin Storage/BWise Manufacturing/Cumberland Valley Tree Service Landscape/Catoctin Lighting Services/Earthnet Energy/AMVETS Post 224/Dennis E. Black Engineering/Foxhole Technology Mission Essential/Manitowoc Crane/Volvo Construction Equipment/C.A.S.D. Foundation/Fayetteville Contractors, Inc./Domino's Pizza (Chambersburg, Pa)/Trickling Springs Creamry (Chambersburg, Pa.)/American Legion Detrich-Brechbill Post 612 & Chambersburg Area Career Magnet School ",,
,CA,"San Diego, CA",4616,,2016,2013,"32.58396,-117.065656",1,,Qualcomm / NASA / Learning Tools for Global Schools / Golden House Chinese Food & Montgomery Senior High ,,
,Canada-ON,"Stoney Creek, ON Canada ",4618,,2016,2013,"43.221944, -79.745278",1,,Hamilton Wentworth Catholic District School Board / GM Canada / RBC Royal Bank / Union Gas / ArcelorMittal / Aqua Force Industrial Services / Knights of Columbus Council 7969 / The Optimist Club / Enrico Palone / Knights of Columbus Council 14421 / BNA Logistics / LPG Inventory Solutions & Cardinal Newman Catholic Secondary School ,,
,CA,"Huntington Beach, CA",4619,,2016,2013,"33.714673,-118.000433",1,,The Boeing Company / Option One Engineering / Kuster Family / Precision Matthews / Los Al Dental Implants / Cool King / The Rinks & Ocean View High ,,
GA,GA,"Roswell, GA",4621,,2013,2013,"34.033884,-84.374828",0,,TEN-66 LLC/General Electric/jcpenney & Stitch Pretty,,
,FL,"Land O'Lakes, FL",4622,,2016,2013,"28.191058,-82.437489",1,,Academy at the Lakes ,,
,MN,"Little Falls, MN",4623,,2016,2013,"45.970822,-94.347576",1,,Pentair & Little Falls Senior High ,,
,MN,"Owatonna, MN",4624,,2016,2013,"44.080616,-93.219953",1,,Bosch / ISD 761 Foundation Grant / American Legion Post #77 / R & K Electric / Wenger / Apex Painting / Amesbury TRUTH / Federated Insurance & Owatonna Senior High ,,
,Canada-AB,"Fort Mcmurray, AB Canada",4625,,2016,2013,"56.731247,-111.433189",1,,Father Patrick Mercredi High School ,,
,MN,"Brooklyn Center, MN",4626,,2016,2013,"45.074693,-93.297086",1,,Pentair/Cargil/Centaur Foundation/21st Century Grant Program & Brooklyn Center Secondary ,,
,Canada-AB,"Calgary, AB Canada",4627,,2016,2013,"51.036171,-114.18905",1,,Rockwell Automation / Springbank Management / General Electric / Heritage Rotary Club(Calgary) / PC Corp / August Electronics / CP-Canadian Pacific / FIRST West / Titan Innovative Designs & Ernest Manning High School ,,
NE,CT,"Hamden, CT",4628,,2016,2013,"41.367641,-72.923447",1,,United Technologies & Hamden High School ,,
,AZ,"Tucson, AZ",4629,,2015,2013,"32.375468,-110.972222",1,,Boeing/M3 Engineering/Ephibian/NPL Construction Co/Pima County Joint Technical Education District & CANYON DEL ORO HIGH SCHOOL ,,
,TN,"Clinton, TN",4630,,2016,2013,"36.094553,-84.144196",1,,Clinton High School ,,
,Canada-AB,"Tssuu T'ina, AB Canada",4631,,2013,2013,"50.950278, -114.165556",1,,jcpenney & Tsuu Tina High School,,
,MN,"Monticello, MN",4632,,2016,2013,"45.28693,-93.778281",1,,Pentair & Monticello Senior High ,,
,Canada-AB,"Calgary, AB Canada",4633,,2016,2013,"50.897278,-114.063325",1,,Skeans & Bishop O'Byrne High School ,,
,Canada-AB,"Calgary, AB Canada",4634,,2016,2013,"51.103, -113.954",1,,Blue Spark Energy & Bishop McNally High School ,,
,Mexico,"Monterrey, NL Mexico",4635,,2016,2013,"25.717023,-100.27565",0,,Prepa Tec. Tecnológico de Monterrey. ,,
MAR,PA,"Philadelphia, PA",4637,,2016,2013,"40.030538,-75.034344",1,,Comcast / Boeing / 2015 FRC Hardship Grant & St Hubert Catholic High School for Girls ,All female team,
,MD,"Germantown, MD",4638,,2016,2013,"39.148998,-77.279762",1,,Booz Allen Hamilton / Automated Precision Inc / Montgomery College / Northwest Boosters Club / Global Satcom / Native Engineering Solutions / Extreme Success / Ecquis Solutions / Flying Dog Productions & Northwest High ,,
,TX,"Katy, TX",4639,,2016,2013,"29.708146,-95.807916",1,,NALCO Champion/Schlumberger/GE/Bechtel/Texas Workforce Commission/Greater Texas Foundation/FIRST® in Texas/PTC/Phillips 66/HEB/Walmart/Dow Chemical & Seven Lakes High School ,,
,NY,"New York, NY",4640,,2016,2013,"40.834102,-73.904096",1,,Infusion & Frederick Douglas Academy Ii Secondary School ,,
,TX,"Red Oak, TX",4641,,2016,2013,"32.500508,-96.801256",1,,Red Oak ISD / NASA / Exxon / First in Texas / Citizens National Bank of Texas / Triumph & Red Oak H S ,,
,TN,"Kingsport, TN",4642,,2013,2013,"36.536813,-82.529483",0,,Eastman Chemical / ESG / TVA / ASME & Sullivan South,,
,CA,"Oroville, CA",4643,,2016,2013,"39.513775,-121.556359",0,,"Roplast Industries, Inc. / RCBS (Outdoor Vista) / Transfer Flow, Inc / All Metals Supply / Mary Lake-Thompson, Ltd. / Hwy 70 Industrial Park / Butte County Office of Education ROP / Oro Dam Cruisers / Metalworks / C & N Heating and Air & Butte Co Rop & Las Plumas High & Chico High & Pleasant Valley High & Oroville High & Inspire Sch of Arts and Sciences ",,
,IL,"Chicago, IL",4645,,2016,2013,"41.945431,-87.690618",1,,Lane Technical High School ,,
,IA,"Des Moines, IA",4646,,2016,2013,"41.600545,-93.609106",0,,John Deere / Des Moines Area Community College (DMACC) / PTC / Quality Manufacturing Corporation / Scheufler Farms / Iowa STEAM Innovation Zone / DuPont Pioneer & Polk County 4-H ,,
,MN,"Jordan, MN",4648,,2016,2013,"44.657233,-93.640798",1,,Jordan Secondary ,,
,Israel,"TEL AVIV, Tel Aviv Israel",4649,,2016,2013,"32.044169,34.856186",0,,Shevah-Mofet ,,
MAR,NJ,"Newark, NJ",4650,,2014,2013,"40.73253,-74.191134",1,,Whitestone Capital & Newark Vocational High School,,
,MN,"Eyota, MN",4651,,2014,2013,"43.982741,-92.22914",1,,NASA & Dover-Eyota,,
PNW,WA,"Goldendale, WA",4652,,2014,2013,"45.813573,-120.814232",1,,Goldendale High School,,
MAR,NJ,"Ramsey, NJ",4653,,2016,2013,"41.071024,-74.134799",1,,Picatinny Arsenal / Manhattan College & Don Bosco Prep High School ,All male team,
PNW,WA,"Deming, WA",4654,,2016,2013,"48.827427,-122.223012",1,,NASA/Mount Baker High School & Mount Baker Senior High ,,
,IL,"Rockton, IL",4655,,2016,2013,"42.454148,-89.063551",1,,"UTC Aerospace Systems / Taylor Company / Woodward / Women of Today's Manufacturing / North American Tool / Dick's Refrigeration / IEEE / Advanced Machine - Hennig / J.L.Clark / Blackhawk Bank / Regal Cutting Tool / Schneider Electric / ChemTool / Raycar Gear and Machine / Forest City Gear / Rockford Bank and Trust / Entre Computer Solutions / Weldments, Inc. / American Aluminum Extrusion / Briarwood Builders / Kenzley Title Group / Title Underwriters & Hononegah High School ",,
,MN,"Two Harbors, MN",4656,,2016,2013,"47.049579,-91.665373",1,,Cliffs Foundation/Stanley LaBounty Agate Robotics/Krech Ojard and Associates/Cooperative Light and Power/Hahn Machinery/Maher Trucking/Northland Foundation/Northshore Steel & Two Harbors Secondary ,,
,WI,"Saint Croix Falls, WI",4657,,2016,2013,"45.407695,-92.633736",1,,St. Croix Falls School District / Osceola Lions Club / Great Mats / Falls Orthodontics / Polaris Industries / Hauge Dental / Bernick's Pepsi / City of St. Croix Falls / River Valley Graphics / Dresser Lions Club / Indianhead Glass & Saint Croix Falls High ,,
,Canada-ON,"Mississauga, ON Canada",4659,,2013,2013,"43.562842,-79.589323",1,,General Motors of Canada Limited & Port Credit SS,,
,Israel,"Bet-hasmonai, Central Israel",4661,,2016,2013,"31.890497, 34.9161",0,,hertzog & hertzog ,,
PNW,OR,"Scappoose, OR",4662,,2016,2013,"45.747652,-122.873382",1,,Boeing / Autodesk / Oregon Department of Education / Washington FIRST Robotics & Scappoose High School ,,
,MN,"Belle Plaine, MN",4663,,2016,2013,"44.620212,-93.771594",1,,Commscope Technologiies LLC & Belle Plaine Senior High ,,
,MN,"Andover, MN",4664,,2016,2013,"45.238365,-93.319521",1,,Pentair & Andover Senior High ,,
,MN,"Glencoe, MN",4665,,2016,2013,"44.775292,-94.138114",1,,3M and Medtronics & Glencoe-Silver Lake Senior High ,,
,CA,"Roseville, CA",4666,,2013,2013,"38.762688,-121.331682",1,,Woodcreek High School,,
,Mexico,"Temixco, MR Mexico",4667,,2014,2013,"18.85,-99.233333",0,,TecMilenio Campus Cuernavaca,,
,LA,"Slidell, LA",4668,,2013,2013,"30.247514,-89.790117",1,,jcpenney & Salmen High School,,
